Sentence,Athletic,Intelligence,Intangibles,Maturity
"And it's been borne out by Bortles's tenure in Jacksonville, where he's become infamous for committing dumb turnovers at crucial times, then thriving in blowouts like Garbage Time Kurt Warner.",0,1,0,0
And it's certainly not one a Jacksonville signal caller has made on a consistent basis.,0,0,0,0
"And it's constantly hovering around NFL roster decisions, especially when it comes to the most important and expensive position on the field: quarterback.",0,0,0,0
And it's especially fair to question that decision after the game.,0,1,0,0
And it's that athleticism and playmaking ability that gives the Dolphins the best chance to get better.,1,0,0,0
"And Jalen Richard was 2 for 2 for 31 yards early for the Raiders in terms of targets and receptions, flashing some athleticism in the open field.",1,0,0,0
"And Johnny Manziel has lived up to his hype from a flashy play perspective, but remains unable to throw from the pocket and still seems overwhelmed by the speed of the pro game.",0,1,0,0
"And just in terms of the leadership duties for a starting quarterback, Murray appears to be advanced.",0,0,1,0
"And just like Mahomes, Herbert possess extra athleticism that isn't the first thing you'd notice on a 6-6 passer with a rocket arm.",1,0,0,0
And just trying to way to be an even better leader.,0,0,1,0
And just understand that there is a light at the end of the tunnel.,0,0,0,0
And Kelly now openly admits to the fact the 49ers don't have one dynamic receiver.,0,0,0,0
And Kirk Cousins has seized the opportunities that he has had when it comes to playing the position and understanding the offense.,0,1,0,0
And Mac Jones acknowledged he can do a better job of pushing the ball downfield.,0,0,0,0
And Mahomes generated rave reviews for a seeing-eye rocket launched on the run.,1,0,0,0
And Mahomes is surrounded by speed and talent.,0,0,0,0
"And Mahomes, who is 23 (and will turn 24 on Sept.  17), is only getting more powerful.",1,0,0,0
And making great decisions is a part of winning football games.,0,1,0,0
"And many of his decisions were suspect at best, leaving coaches and teammates shaking their heads.",0,1,0,0
And many of his on-field decisions just appear to be stupid.,0,1,0,0
"And Mariota finished the next drive of 64 yards with his feet, a 9-yard scramble with 4:38 left to put it away.",1,0,0,0
"And maybe just maybe he re-entered the MVP race with Wilson, the presumptive leader, looking on.",0,0,0,0
And more of a creative passer who makes accurate throws on the move.,1,0,0,0
"And Murray is ""dynamic"" as a runner, as Belichick put it.",1,0,0,0
"And naturally, the drawback to playing Christian Ponder or Joe Webb out for the rest of the season is losing football games.",0,0,0,0
"And naturally, you can wager on it.",0,0,0,0
"And no one in Chicago is ringing the bell more for collaboration with the quarterback than Nagy, setting up a perfect incubation system to grow with an inexperienced quarterback.",0,0,0,0
And no one thought he'd be able to hold up to the mental rigors that playing quarterback in the NFL requires.,0,1,0,0
"And no player in the modern NFL typifies just how adaptable and malleable and creative the position has become than Allen, who stands alone, apart, in a way.",0,0,0,0
And nobody is saying when Luck might be activated from the physically unable to perform list.,0,0,0,0
"And nobody should ever underestimate the power, the importance of cultural diplomacy.",0,0,0,0
"And not just stepping up in the pocket, but scrambling out and making plays on the run.",1,0,0,0
"And now that he's here, the official message from the Eagles is that Bradford's job is safe - for now.",0,0,0,0
"And now, after three inefficient starts and an 0-3 record, it turns out that bridge was shorter - and potentially a little cheaper - than the Cardinals may have thought.",0,0,0,0
"And now, he fully understands his role as a white quarterback to stand with not only his teammates, but the entire black community in the fight against racism.",0,0,0,0
"And now, in the 36th episode, I've finally figured out how to fire a player like a cannonball.",0,0,0,0
"And now, NRG's latest addition to Lincoln Financial Field is powering fans more than ever.",0,0,0,0
And obviously his size and speed is just a rarity at that position.,1,0,0,0
"And on the surface, fans of those teams would argue those teams made the right decisions.",0,0,0,0
"And once he got as big and fast as those guys, he took off.",1,0,0,0
And one aspect Luck didn't lose in his year away from football was his athleticism.,1,0,0,0
And our players have matured and know what's at stake.,0,0,0,1
"Tuck would be even more dynamic in the fourth quarter, making three more sacks and flummoxing the RG3-led offense.",0,0,0,0
"Williams, the first black quarterback to win a Super Bowl and a mentor to many recently posted this adorable picture of his grandson with an important message.",0,0,0,0
"The more a person understands the details of defensive line play, the more smitten they are with Suggs.",0,0,0,0
"With arm strength and good decision making in his corner, hopefully, he can lead this team back to the NFL Playoffs.",1,1,0,0
The trade was stupid.,0,0,0,0
"But for the most part, we can see the arm strength as well as the accuracy.",1,0,0,0
"It's easy to be tempted by the heavy artillery, but there's a difference between having arm strength and arm talent.",1,0,0,0
The CIA freaks out.,0,0,0,0
Coach Ron Rivera simply acknowledges that Newton is a poor loser.,0,0,0,1
"Don't be surprised if teams that want Tagovailoa to fall in the draft become ""sources"" behind reports of doom and gloom confidential medical evaluations next week at the NFL Scouting Combine.",0,0,0,0
"There were other factors that played into his struggles, such as the absence of a consistent running game and terrible play from the offensive line, but Goff did very little to overcome those issues.",0,0,0,0
"It's worth remembering, though, that Fitzmagic is like a middle school crush: as unpredictable as it is exhilarating and can come and go without warning.",0,0,0,0
"To everybody's surprise, Wilson acknowledged the fans' negative reactions and emphasized that they deserved to ""see good football"".",0,0,0,0
Throws wild and high when his mechanics get off-kilter and is prone to throw multiple interceptions when this happens (see the 2015 Utah game).,0,0,0,0
Linebackers Deone Bucannon (knee) and Josh Bynes (neck) remained sidelined and Wilks said he awaits word when they can return.,0,0,0,0
It's good to hear some positive news on Trubisky improving physically.,0,0,0,0
"This is a gifted, gifted passer.",0,0,0,0
"It likely forced the most rash decision of a day of rash decisions, the onside kick following their next touchdown with 2:18 left.",0,0,0,0
Wentz said he feels great physically and understands that the medical staff wants to keep him in a controlled environment.,0,0,0,0
You really have to learn that game and get efficient at it to win championships and be at that caliber.,0,0,0,0
"His intelligence, arm, and attitude suggest he has the ability to succeed long-term, regardless of his knees.",1,1,1,0
Wentz's mobility will have to save him from his own feet.,1,0,0,0
Tebow has been getting very solid reviews for his work and he appears to be a natural on television and talking about games in the SEC.,0,0,0,0
"He then backed off placing all of this on the public relations staff, noting they need to be empowered to intercede.",0,0,0,0
The FCS product has tremendous physical tools and can make all of the throws.,1,0,0,0
He's further behind the curve in the mental aspects of playing the game's most important position.,0,1,0,0
